post_id,user_id,team_id,title,content,created_at,updated_at
80,529,78,Align Milestone Planning for CLE778-Lively (CLE778),"Our work aligns with CLE - Imaging in Critical Care. This post focuses on the progress update. Key topics: Presentation Prep, Team Coordination, Peer Review. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-07 17:40:45,2025-04-07 17:40:45
81,424,79,Coordinate Milestone Planning for MUS331-Creative (MUS331),"Our work aligns with MUS - Advanced Choral Conducting II. This post focuses on the risk register. Key topics: Presentation Prep, Team Coordination, Peer Review. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-17 18:06:08,2025-03-17 18:06:08
82,814,81,Document Peer Review for SPED405-Zealous (SPED405),"Our work aligns with SPED - General Educator's Role in Special Education. This post focuses on the demo script. Key topics: Documentation, Team Coordination, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-17 13:13:10,2025-03-26 18:47:10
83,814,81,Present Presentation Prep for SPED405-Zealous (SPED405),"Our work aligns with SPED - General Educator's Role in Special Education. This post focuses on the demo script. Key topics: Milestone Planning, Peer Review, Presentation Prep. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-19 13:13:10,2025-03-19 13:13:10
84,397,82,Coordinate Presentation Prep for IS407-Honest (IS407),"Our work aligns with IS - Introduction to Data Science. This post focuses on the progress update. Key topics: Team Coordination, Peer Review, Documentation. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-26 09:22:03,2025-04-26 09:22:03
85,347,83,Present Team Coordination for CHEM232-Skilled (CHEM232),"Our work aligns with CHEM - Elementary Organic Chemistry I. This post focuses on the risk register. Key topics: Team Coordination, Milestone Planning, Peer Review. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-25 15:59:42,2025-02-25 15:59:42
86,806,84,Coordinate Peer Review for VCM542-Optimistic (VCM542),"Our work aligns with VCM - Ocular Pathology. This post focuses on the scope doc. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-12 08:29:56,2025-03-16 12:41:56
87,806,84,Coordinate Peer Review for VCM542-Optimistic (VCM542),"Our work aligns with VCM - Ocular Pathology. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-14 08:29:56,2025-03-14 08:29:56
88,332,85,Document Team Coordination for UP204-Creative (UP204),"Our work aligns with UP - Chicago: Planning &amp; Urban Life. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-18 20:22:46,2025-04-18 20:22:46
89,332,85,Align Documentation for UP204-Creative (UP204),"Our work aligns with UP - Chicago: Planning &amp; Urban Life. This post focuses on the progress update. Key topics: Presentation Prep, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-23 20:22:46,2025-04-23 20:22:46
90,215,87,Organize Peer Review for CPSC527-Wise (CPSC527),"Our work aligns with CPSC - Weed Science and Management. This post focuses on the progress update. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-17 10:23:10,2025-01-18 15:24:10
91,215,87,Document Milestone Planning for CPSC527-Wise (CPSC527),"Our work aligns with CPSC - Weed Science and Management. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-18 10:23:10,2025-01-18 10:23:10
92,780,89,Coordinate Documentation for MATH495-Nimble (MATH495),"Our work aligns with MATH - Models in Mathematical Biology. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-07 21:14:56,2025-03-07 21:14:56
93,780,89,Align Documentation for MATH495-Nimble (MATH495),"Our work aligns with MATH - Models in Mathematical Biology. This post focuses on the demo script. Key topics: Documentation, Peer Review, Presentation Prep. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-08 21:14:56,2025-03-16 22:12:56
94,943,90,Present Presentation Prep for CS599-Zealous (CS599),"Our work aligns with CS - Thesis Research. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Peer Review. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-14 09:26:49,2025-02-14 09:26:49
95,536,91,Document Presentation Prep for STAT361-Agile (STAT361),"Our work aligns with STAT - Probability &amp; Statistics for Computer Science. This post focuses on the demo script. Key topics: Documentation, Team Coordination, Presentation Prep. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-28 21:05:50,2025-04-28 21:05:50
96,536,91,Organize Team Coordination for STAT361-Agile (STAT361),"Our work aligns with STAT - Probability &amp; Statistics for Computer Science. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-05-03 21:05:50,2025-05-08 21:13:50
97,532,92,Document Documentation for MUS535-Innovative (MUS535),"Our work aligns with MUS - Philosophic Inquiry in Mus Ed. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Milestone Planning. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-17 15:33:55,2025-03-21 19:41:55
98,532,92,Coordinate Milestone Planning for MUS535-Innovative (MUS535),"Our work aligns with MUS - Philosophic Inquiry in Mus Ed. This post focuses on the risk register. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-22 15:33:55,2025-03-22 15:33:55
99,381,93,Present Peer Review for CS510-Reliable (CS510),"Our work aligns with CS - Advanced Information Retrieval. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-07 19:42:34,2025-04-07 19:42:34
100,381,93,Align Documentation for CS510-Reliable (CS510),"Our work aligns with CS - Advanced Information Retrieval. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Peer Review. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-12 19:42:34,2025-04-18 00:31:34
101,330,94,Coordinate Team Coordination for CHEM332-Vibrant (CHEM332),"Our work aligns with CHEM - Elementary Organic Chem II. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-21 20:28:47,2025-01-31 00:22:47
102,330,94,Coordinate Milestone Planning for CHEM332-Vibrant (CHEM332),"Our work aligns with CHEM - Elementary Organic Chem II. This post focuses on the scope doc. Key topics: Peer Review, Documentation, Presentation Prep. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-22 20:28:47,2025-01-22 20:28:47
103,416,95,Coordinate Peer Review for UP397-Skilled (UP397),"Our work aligns with UP - Undergraduate Project. This post focuses on the risk register. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-21 16:38:27,2025-02-21 16:38:27
104,442,96,Organize Documentation for ECE411-Skilled (ECE411),"Our work aligns with ECE - Computer Organization &amp; Design. This post focuses on the risk register. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-20 19:29:57,2025-04-20 19:29:57
105,442,96,Present Milestone Planning for ECE411-Skilled (ECE411),"Our work aligns with ECE - Computer Organization &amp; Design. This post focuses on the progress update. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-24 19:29:57,2025-04-24 19:29:57
106,758,97,Document Peer Review for LAS291-Tenacious (LAS291),"Our work aligns with LAS - Global Perspectives for Intercultural Learning. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-19 18:40:39,2025-04-19 18:40:39
107,163,99,Coordinate Peer Review for CS173-Youthful (CS173),"Our work aligns with CS - Discrete Structures. This post focuses on the progress update. Key topics: Peer Review, Team Coordination, Milestone Planning. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-13 15:46:35,2025-01-13 15:46:35
108,163,99,Document Team Coordination for CS173-Youthful (CS173),"Our work aligns with CS - Discrete Structures. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Peer Review. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-18 15:46:35,2025-01-23 16:23:35
109,757,100,Present Peer Review for ME445-Motivated (ME445),"Our work aligns with ME - Introduction to Robotics. This post focuses on the scope doc. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-08 15:09:59,2025-04-08 15:09:59
110,134,101,Coordinate Milestone Planning for BUS399-Creative (BUS399),"Our work aligns with BUS - Business Study Abroad. This post focuses on the scope doc. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-07 15:55:25,2025-02-07 15:55:25
